CN	EN
39级6人本BOSS普通	Level 39 6-Player Dungeon Boss Normal
39级6人本Boss普通	Level 39 6-Player Dungeon Boss Normal
3个	3
3件随机装备 + 随机3费棋子	3 random Equipment + Random 3-cost piece
3号-佐特兰射击俱乐部	No. 3 - Zouteland Shooting Club
3号佐特兰\r\n射击俱乐部\r\n<LeonSubTitle size=\"10\">Zouteland Shooting Club</>	No. 3 Zouteland\nShoot Club\n<LeonSubTitle size=\"10\">Zouteland Shooting Club</>
3名以上家族/3名以上俱乐部成员通关一次	Clear once with at least 3 Family members/3 Club members.
3名以上家族/x人名上俱乐部成员通关一次	Clear once with 3 or more family/x club members
3引导	3 Guide
3月4日：翻完了前三十六任的全部维护日志，没有发现任何异常。但那一夜它确实出了问题。答案不在日志里。那答案在哪里？\n\n3月11日：典籍里关于知识皇冠的记载只有只言片语——为什么这么少？是被删掉了吗？谁删的？必须找到更原始的文本。\n\n3月19日：十一本。还差一本。\n\n3月26日：不能停。停下来就会，就会？不能停。\n\n4月2日：它就在某个地方。找到它找到它找到它——\n\n4月3日：一定要找到它。\n\n（后面还有很多页，但字迹越来越潦草，到最后已经很难辨认。）	March 4th: Finished reading all maintenance logs of the previous thirty-six predecessors, found nothing unusual. But that night, it did malfunction. The answer is not in the logs. Where is the answer? \n \n March 11th: Records about the Knowledge Radiance in the classics are only fragments—why so few? Was it deleted? Who deleted it? Must find more original texts. \n \n March 19th: Eleven books. Still missing one. \n \n March 26th: Cannot stop. If I stop, then, then? Cannot stop. \n \n April 2nd: It is somewhere. Find it, find it, find it— \n \n April 3rd: Must find it. \n \n (There are many pages left, but the handwriting becomes increasingly sloppy, and by the end, it is hard to decipher.)
3正式文本未确定，此为流程用临时文本。	3 Formal text not yet determined; this is temporary text for the workflow.
3级	Level 3
3级-厚积	Level 3 - Accumulated
3级-洞悉	Level 3 - Insight
3级乾坤一掷	Level 3 All-or-Nothing
3级灵界生物	Level 3 Spirit World Creature
3问题	3 questions
40级6人本BOSS普通	Level 40 6-Player Dungeon Boss Normal
40级6人本Boss普通	Level 40 6-Player Dungeon Boss Normal
44级6人本Boss普通	Level 44 6-Player Dungeon Boss Normal
45品武器箱	Level 45 Weapon Box
45级可解锁	Unlocks at level 45
45级护符词条	Level 45 Charm Affix
45级衣服词条	Level 45 Clothing Affix
45级鞋靴词条	Level 45 Footwear Affix
45装等装备随机箱	Level 45 Equipment Random Box
45装等金色装备	45 Item Level Gold Equipment
46级12人本Boss普通	Level 46 12-Player Dungeon Boss Normal
46级6人本BOSS普通	Level 46 6-Player Dungeon Boss Normal
46级6人本Boss普通	Level 46 6-Player Dungeon Boss Normal
47级6人本BOSS普通	Level 47 6-Player Dungeon Boss Normal
47级6人本Boss普通	Level 47 6-Player Dungeon Boss Normal
4K 分辨率下选择电影画质，渲染负载较大，原始帧率可能受限。启用帧生成可有效提升帧率，改善画面流畅性。	Selecting Cinematic graphics at 4K resolution results in a heavy rendering load, and the native frame rate may be limited. Enabling frame generation can effectively increase the frame rate and improve visual fluidity.
4个	4
4个小时后，去<P_Yellow>后街咖啡店</>的门口，那里有一座花台。	4 hours later, go to the entrance of the <P_Yellow> Back Street Coffee Shop </>, there is a flower bed there.
4件随机装备 + 20金币	4 random Equipment + 20 Gold Coins
4级	Level 4
4级-丰泛	Level 4 - Abundant
4级-通晓	Level 4 - Mastery
50-600装等	Item Level 50-600
50级6人本Boss普通	Level 50 6-Player Dungeon Boss Normal
50级中R玩家+中量钱	Level 50 mid-level spender + medium amount of money.
50级以上开放	Available for level 50 and above
50装备箱	50 Equipment Box
5200010   咖啡屋   大世界	5200010 Coffee Shop Open World
5200014   关卡目标功能测试   副本	5200014 Level Objective Function Test Instance
5200017   关卡玩法测试   副本	5200017 Level Gameplay Test Instance
5200021   俱乐部   副本	5200021 Club Instance
5200021   俱乐部   工会场景	5200021 Club Guild Scene
5200055   QA战斗测试模版关卡   大世界	5200055 QA Combat Test Template Level Open World
5200059   公会联赛   副本	5200059 Guild League Instance
5200062   角色创建测试关卡   副本	5200062 Character Creation Test Level Instance
5200080   战斗引导测试关卡   副本	5200080 Combat Tutorial Test Level Instance
5200093   QA资源测试模版关卡   大世界	5200093 QA Resource Test Template Level Open World
5200094   公会联赛   副本	5200094 Guild League Instance
5200115   个人测试用关卡   副本	5200115 Personal Test Level Instance
5200123   五月庄园-外庭   关卡副本	5200123 May Manor - Outer Court Level Instance
5200139   金秋湖FB-英雄   关卡副本	5200139 Golden Autumn Lake - Hero Level Instance
5200195   俱乐部   多人场景	5200195 Club Multiplayer Scene
5200222   夜总会   多人场景	5200222 Nightclub Multiplayer Scene
5200223   俱乐部联赛   公会联赛	5200223 Club League Guild League
5200229   俱乐部   其他副本	5200229 Club Other Dungeon
5200231   温莎裁缝店   多人场景	5200231 Windsor Tailor Shop Multiplayer Scene
5200232   香水店   多人场景	5200232 Perfume Store Multiplayer Scene
5200238   钟表店   多人场景	5200238 Clock Shop Multiplayer Scene
5200239   珠宝店   多人场景	5200239 Jewelry Store Multiplayer Scene
5200247   夜总会   多人场景	5200247 Nightclub Multiplayer Scene
5200252   夜总会   多人场景	5200252 Nightclub Multiplayer Scene
5200259   人偶店   多人场景	5200259 Doll Shop Multiplayer Scene
5200260   古董店   多人场景	5200260 Antique Shop Multiplayer Scene
5200261   雷克书店   多人场景	5200261 Raker Bookstore Multiplayer Scene
5200268   俱乐部   多人场景	5200268   Club   Multiplayer Scene
5202006   1030替代内容_愚者之梦20级   副本	5202006   1030 Replacement Content_Fool's Dream Level 20   Dungeon
5202007   1030替代内容_世界Boss35级   副本	5202007   1030 Replacement Content_World Boss Level 35   Dungeon
5202008   1030替代内容_愚者之梦37级   副本	5202008   1030 Replacement Content_Fool's Dream Level 37   Dungeon
5209005   选角测试题场景   副本	5209005 Character Selection Test Scene - Instance
5230043   恶龙酒吧后巷   位面	5230043 Iron Dragon Bar Back Alley Plane
5230044   罗森的民俗草药店   位面	5230044 Rosson's Folk Herb Shop Plane
5230143   俱乐部门外   位面	5230143 Outside the Club Plane
5230144   退伍军官俱乐部   位面	5230144 Veterans Club Plane
5230173   战斗引导测试关卡   位面	5230173 Combat Tutorial Test Level Plane
5230207   战斗引导测试关卡   位面	5230207 Combat Tutorial Test Level Plane
5230208   战斗引导测试关卡   位面	5230208 Combat Tutorial Test Level Plane
5230213   QA资源测试模版关卡   位面	5230213 QA Resource Test Template Level Plane
5230215   QA资源测试模版关卡   位面	5230215 QA Resource Test Template Level Plane
5230216   QA资源测试模版关卡   位面	5230216 QA Resource Test Template Level Plane
5230227   求助女子的房屋   位面	5230227 House of the Woman Seeking Help Plane
5230236   QA资源测试模版关卡   位面	5230236 QA Resource Test Template Level Plane
5230408   压力板测试   文案副本	5230408 Pressure Plate Test - Copy
5230991   QA任务存档测试-默认场景996   文案副本	5230991 QA Task Save Test - Default Scene 996 Script Copy
5230992   QA任务存档测试-村庄   文案副本	5230992 QA Task Save Test - Village Script Copy
5231062   新俱乐部NPC测试   单人位面	5231062 New Club NPC Test Single-Player Instance
5231246   书店   单人位面	5231246 Bookstore Single-Player Instance
52世界BOSS普通10%生命	Level 52 World Boss Normal 10% HP
52级6人本BOSS普通	Level 52 6-Player Dungeon Boss Normal
52级6人本Boss普通	Level 52 6-Player Dungeon Boss Normal
53 新俱乐部	53 New Club
53级12人本Boss普通	Level 53 12-Player Dungeon Boss Normal
53级6人本BOSS普通	Level 53 6-Player Dungeon Boss Normal
53级6人本Boss普通	Level 53 6-Player Dungeon Boss Normal
55品武器箱	Level 55 Weapon Box
55装等装备随机箱	Level 55 Equipment Random Box
55装等金色武器箱	Level 55 Gold Weapon Box
55装等金色装备	55 Item Level Gold Equipment
56级6人本BOSS普通	Level 56 6-Player Dungeon Boss Normal
56级6人本Boss普通	Level 56 6-Player Dungeon Boss Normal
57级6人本BOSS普通	Level 57 6-Player Dungeon Boss Normal
57级6人本Boss困难	Level 57 6-Player Dungeon Boss Hard
57级6人本Boss普通	Level 57 6-Player Dungeon Boss Normal
59 夜总会	59 Nightclub
59太阳金色武器10件+打造相关物品	10 level 59 Sun gold weapons + crafting related items
5v5主界面入口	5v5 Main Interface Entry
5个	5
5件随机装备 + 随机5费棋子 + 30金币	5 random Equipment + Random 5-cost piece + 30 Gold Coins
5分钟内只能进行一次一键申请，请稍后再试	You can only use one-click application once every 5 minutes. Please try again later.
5月23日\n　　尼尔说这条路他走过七次。\n　　一路上他说了三遍，我不信——如果他真的走过七次，为什么连帐篷都不会搭？我蹲在他身后，看他第三次把帐篷布穿反，雪水渗进手套，冷得像在舔我的骨头。\n　　万幸，我们在天黑前支起了帐篷。\n\n剩余物资：\n面包6份    佩姬为我们准备了18磅分成了8份\n肉干和肉肠5份\n糖1罐\n黄油4块\n酒3瓶      酒3瓶 → 2瓶（晚上庆祝消耗1瓶）\n水5瓶      暂时充足，路上可以留意水源	May 23rd\n　　Neil said he has walked this path seven times.\n　　He said it three times along the way, but I don't believe it—if he really had walked it seven times, why wouldn't he even know how to set up a tent? I crouched behind him, watching him put the tent fabric on backward for the third time. Snow water seeped into my gloves, cold as if it were licking my bones.\n　　Fortunately, we set up the tent before dark.\n\nRemaining supplies:\nBread: 6 portions (Peggy prepared 18 lbs for us, divided into 8 portions)\nDried meat and sausages: 5 portions\nSugar: 1 jar\nButter: 4 blocks\nWine: 3 bottles (Wine: 3 bottles → 2 bottles (1 consumed for the evening celebration))\nWater: 5 bottles (Temporarily sufficient; can keep an eye out for water sources on the way)
